INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
6185,0,0,0,50,0,16,90015.00,No,265405.00,Yes,z_F,Masters,Professional,49,Private,15500.00,10,Minivan,no,9082.00,1,No,0,15,Highly Urban/ Urban
6186,0,0,0,40,2,0,,Yes,0.00,z_No,z_F,Bachelors,Student,70,Commercial,5500.00,4,Sports Car,no,8149.00,3,No,5,11,z_Highly Rural/ Rural
6187,0,0,0,53,0,12,58108.00,No,236411.00,Yes,M,Bachelors,Professional,14,Private,6800.00,10,Pickup,yes,0.00,0,No,0,13,Highly Urban/ Urban
6190,0,0,0,51,0,12,81284.00,No,231329.00,Yes,M,Masters,Lawyer,26,Private,26860.00,1,Minivan,yes,0.00,0,No,0,16,Highly Urban/ Urban
6192,0,0,0,53,0,13,44405.00,No,178233.00,Yes,z_F,z_High School,Clerical,24,Private,11240.00,1,Sports Car,no,29959.00,3,Yes,5,5,Highly Urban/ Urban
6193,0,0,3,37,4,,,No,0.00,Yes,z_F,z_High School,Student,41,Commercial,24380.00,7,z_SUV,no,0.00,0,No,1,,z_Highly Rural/ Rural
6194,1,9945,0,61,0,14,62706.00,No,196195.00,z_No,z_F,Masters,Lawyer,45,Private,13870.00,4,Sports Car,no,8081.00,1,Yes,4,12,Highly Urban/ Urban
6195,0,0,0,36,0,0,0.00,No,0.00,Yes,M,Bachelors,Home Maker,35,Private,1500.00,4,z_SUV,no,0.00,0,No,0,12,Highly Urban/ Urban
6196,1,5381,1,37,2,0,,No,64066.00,Yes,z_F,z_High School,Home Maker,35,Private,5390.00,1,z_SUV,no,4650.00,2,No,4,,Highly Urban/ Urban
6197,1,6076,1,42,2,14,34084.00,No,121601.00,Yes,M,<High School,Clerical,38,Private,4910.00,1,Pickup,no,0.00,0,No,1,,Highly Urban/ Urban
6198,1,6914,0,28,3,0,0.00,Yes,0.00,z_No,M,Bachelors,Student,33,Commercial,3830.00,1,Minivan,yes,4311.00,1,No,0,12,Highly Urban/ Urban
6199,0,0,0,41,2,15,97285.00,No,235369.00,Yes,M,Bachelors,z_Blue Collar,44,Commercial,20380.00,6,Van,no,0.00,0,No,3,11,z_Highly Rural/ Rural
6200,1,2559,1,45,1,12,67633.00,No,211342.00,Yes,z_F,z_High School,z_Blue Collar,29,Private,6000.00,4,Sports Car,no,4339.00,3,No,3,10,Highly Urban/ Urban
6201,0,0,0,52,0,11,137357.00,No,327227.00,z_No,z_F,Masters,Lawyer,11,Private,17750.00,10,Minivan,no,0.00,0,No,0,18,Highly Urban/ Urban
6202,1,2707,0,51,0,12,,No,467883.00,z_No,z_F,Bachelors,Professional,29,Commercial,44590.00,1,Panel Truck,no,8331.00,2,No,5,9,Highly Urban/ Urban
6203,0,0,2,38,2,6,83053.00,Yes,0.00,z_No,z_F,Bachelors,Manager,29,Private,20120.00,9,z_SUV,no,5068.00,2,No,3,7,Highly Urban/ Urban
6204,0,0,0,35,0,9,55424.00,No,0.00,z_No,z_F,<High School,z_Blue Collar,64,Private,16260.00,4,z_SUV,no,0.00,0,No,0,4,Highly Urban/ Urban
6205,0,0,2,44,3,12,47543.00,No,187957.00,Yes,M,z_High School,z_Blue Collar,19,Commercial,20380.00,4,Van,no,7039.00,1,No,3,1,Highly Urban/ Urban
6206,0,0,0,52,1,11,35681.00,Yes,0.00,z_No,z_F,z_High School,z_Blue Collar,28,Commercial,15210.00,3,z_SUV,no,0.00,0,No,1,6,Highly Urban/ Urban
6207,0,0,0,54,0,16,49268.00,No,209157.00,Yes,M,Masters,Lawyer,20,Private,20570.00,10,Minivan,no,0.00,0,No,5,12,Highly Urban/ Urban
6208,0,0,0,37,0,12,58561.00,No,182367.00,Yes,M,Masters,Lawyer,15,Private,5590.00,7,Minivan,yes,2942.00,3,No,3,20,Highly Urban/ Urban
6209,1,4037,0,61,0,14,59690.00,No,232227.00,Yes,z_F,PhD,Lawyer,44,Private,13570.00,10,Sports Car,no,0.00,0,No,0,14,Highly Urban/ Urban
6210,0,0,0,54,0,15,103598.00,No,308889.00,Yes,z_F,Masters,Manager,16,Private,34170.00,7,Pickup,no,0.00,0,No,2,21,Highly Urban/ Urban
6212,0,0,0,51,0,7,63265.00,No,0.00,z_No,M,z_High School,z_Blue Collar,37,Private,17890.00,10,Minivan,no,0.00,0,No,0,1,z_Highly Rural/ Rural
6213,1,5216.14418,0,39,0,9,54960.00,No,215876.00,Yes,M,z_High School,z_Blue Collar,5,Commercial,10450.00,4,Pickup,no,0.00,0,No,2,5,Highly Urban/ Urban
6214,0,0,0,49,0,11,,No,365908.00,Yes,z_F,Masters,Manager,26,Private,10150.00,17,z_SUV,no,0.00,0,No,0,20,Highly Urban/ Urban
6215,0,0,0,49,0,11,60079.00,No,194764.00,Yes,z_F,Bachelors,Manager,33,Private,17310.00,6,Minivan,no,0.00,0,No,3,5,Highly Urban/ Urban
6217,0,0,0,46,0,10,140919.00,No,365826.00,Yes,z_F,Masters,Lawyer,49,Private,22700.00,13,Minivan,no,0.00,0,No,2,10,z_Highly Rural/ Rural
6219,0,0,0,53,0,13,114845.00,No,351686.00,Yes,z_F,Bachelors,Manager,54,Commercial,24930.00,6,Pickup,no,0.00,0,Yes,0,7,Highly Urban/ Urban
6220,1,3737,0,51,0,0,0.00,No,0.00,Yes,M,z_High School,Student,34,Commercial,26580.00,7,Panel Truck,yes,5921.00,5,No,0,1,Highly Urban/ Urban
6221,1,5139,0,53,0,12,35168.00,No,175879.00,z_No,M,<High School,z_Blue Collar,41,Private,11250.00,1,Pickup,yes,5103.00,3,No,0,,Highly Urban/ Urban
6223,0,0,0,54,0,,35638.00,No,188539.00,Yes,z_F,PhD,Doctor,34,Private,12340.00,1,Sports Car,no,1278.00,2,No,0,10,Highly Urban/ Urban
6224,1,3351,0,54,0,6,52409.00,No,212452.00,z_No,M,Bachelors,Clerical,40,Private,12140.00,3,Pickup,yes,1986.00,4,No,2,7,Highly Urban/ Urban
6225,1,4440,0,36,0,10,39019.00,No,182970.00,Yes,z_F,z_High School,Professional,46,Private,14420.00,3,z_SUV,no,1414.00,1,No,0,,Highly Urban/ Urban
6226,0,0,0,48,0,8,81389.00,No,247569.00,Yes,z_F,Bachelors,Professional,48,Private,14440.00,10,z_SUV,no,0.00,0,No,0,11,Highly Urban/ Urban
6227,0,0,0,48,0,12,118753.00,No,325325.00,Yes,M,Bachelors,Professional,47,Private,13380.00,6,Minivan,yes,0.00,0,No,0,1,Highly Urban/ Urban
6228,0,0,0,52,0,14,94022.00,No,273130.00,Yes,z_F,Masters,Lawyer,13,Private,23260.00,10,Sports Car,no,0.00,0,No,4,15,Highly Urban/ Urban
6229,1,4420,0,64,0,12,12291.00,No,119621.00,Yes,M,<High School,Clerical,33,Private,15280.00,1,z_SUV,no,6247.00,2,No,2,3,Highly Urban/ Urban
6230,0,0,0,46,0,10,189106.00,No,486942.00,z_No,z_F,PhD,Manager,5,Private,6100.00,1,z_SUV,no,32969.00,1,Yes,1,12,Highly Urban/ Urban
6231,0,0,0,32,0,14,57511.00,No,207946.00,Yes,M,Bachelors,z_Blue Collar,39,Commercial,1500.00,1,Minivan,no,0.00,0,No,3,,z_Highly Rural/ Rural
6232,1,2829,0,36,0,11,907.00,No,0.00,Yes,M,<High School,Student,43,Private,8160.00,1,Pickup,no,5386.00,1,No,4,5,Highly Urban/ Urban
6233,0,0,1,66,3,11,182270.00,No,438521.00,Yes,z_F,PhD,Doctor,9,Private,35810.00,1,Sports Car,no,0.00,0,No,1,17,Highly Urban/ Urban
6234,0,0,0,40,0,10,78188.00,No,242904.00,z_No,z_F,Bachelors,z_Blue Collar,42,Commercial,40860.00,13,Pickup,no,0.00,0,No,0,9,Highly Urban/ Urban
6236,0,0,0,46,0,11,56460.00,No,199879.00,Yes,z_F,Bachelors,Manager,5,Commercial,24120.00,6,Pickup,no,7688.00,4,No,3,7,Highly Urban/ Urban
6237,0,0,0,53,1,10,37172.00,Yes,195043.00,z_No,z_F,z_High School,z_Blue Collar,5,Commercial,20960.00,1,Minivan,no,0.00,0,No,0,1,Highly Urban/ Urban
6238,0,0,0,44,1,,86624.00,No,276152.00,Yes,z_F,Masters,Lawyer,35,Private,18560.00,4,Sports Car,no,0.00,0,No,7,14,Highly Urban/ Urban
6239,0,0,0,59,0,9,98537.00,No,,Yes,M,PhD,Manager,5,Private,17780.00,18,Van,no,0.00,0,No,0,17,Highly Urban/ Urban
6240,0,0,0,33,0,12,22962.00,No,0.00,z_No,M,z_High School,z_Blue Collar,27,Commercial,25380.00,6,Panel Truck,yes,0.00,0,No,0,5,Highly Urban/ Urban
6241,0,0,0,46,0,13,63903.00,No,210314.00,Yes,M,Bachelors,Professional,30,Commercial,20950.00,1,Van,no,0.00,0,No,0,,z_Highly Rural/ Rural
6242,0,0,0,29,0,,86159.00,No,232132.00,Yes,M,Bachelors,z_Blue Collar,29,Commercial,16250.00,1,Van,yes,0.00,0,No,2,8,z_Highly Rural/ Rural
6243,0,0,0,45,0,10,48344.00,No,0.00,z_No,M,Masters,,59,Commercial,24350.00,13,Panel Truck,no,0.00,0,No,0,,Highly Urban/ Urban
6244,0,0,0,55,0,6,65629.00,No,252950.00,Yes,z_F,Bachelors,z_Blue Collar,5,Commercial,22750.00,4,Minivan,no,0.00,0,No,0,3,Highly Urban/ Urban
6246,0,0,0,31,2,14,137663.00,No,303237.00,Yes,z_F,PhD,,46,Private,14300.00,1,Minivan,no,0.00,0,No,1,11,Highly Urban/ Urban
6247,0,0,0,46,0,0,0.00,No,0.00,Yes,z_F,z_High School,Student,5,Private,13420.00,1,z_SUV,no,0.00,0,Yes,2,12,Highly Urban/ Urban
6249,1,2778,0,44,2,0,0.00,No,0.00,Yes,M,z_High School,Student,25,Private,15070.00,9,Minivan,yes,0.00,0,No,2,9,z_Highly Rural/ Rural
6250,0,0,0,47,0,10,29630.00,No,137970.00,z_No,M,Bachelors,Professional,27,Commercial,20780.00,6,Van,yes,0.00,0,No,2,6,z_Highly Rural/ Rural
6251,0,0,0,42,2,13,118052.00,Yes,0.00,z_No,z_F,Masters,Lawyer,30,Private,28930.00,7,Sports Car,no,2568.00,2,No,0,14,Highly Urban/ Urban
6252,0,0,0,48,0,,113910.00,No,0.00,z_No,z_F,Masters,Professional,8,Private,17690.00,1,Minivan,no,0.00,0,No,2,15,Highly Urban/ Urban
6254,0,0,0,31,4,0,0.00,No,87889.00,Yes,M,Masters,Home Maker,66,Private,7860.00,6,z_SUV,no,1105.00,2,No,2,15,z_Highly Rural/ Rural
6255,1,3698,0,36,1,,61320.00,Yes,0.00,z_No,z_F,Bachelors,Manager,34,Private,11580.00,4,z_SUV,no,23198.00,3,Yes,5,12,Highly Urban/ Urban
6258,0,0,0,49,0,10,57714.00,No,0.00,z_No,M,Bachelors,Manager,5,Commercial,21450.00,10,Van,yes,0.00,0,No,5,1,Highly Urban/ Urban
6260,0,0,0,47,0,,25620.00,No,141115.00,Yes,M,z_High School,Clerical,64,Private,8760.00,6,Minivan,yes,0.00,0,No,0,10,z_Highly Rural/ Rural
6261,1,4487,0,38,4,14,40248.00,No,166402.00,Yes,M,z_High School,z_Blue Collar,27,Commercial,11520.00,1,Minivan,yes,0.00,0,No,1,9,Highly Urban/ Urban
6262,1,4575,0,33,4,0,0.00,No,0.00,Yes,M,<High School,Student,5,Commercial,8700.00,4,Pickup,no,0.00,0,No,0,1,Highly Urban/ Urban
6263,1,8199,0,25,1,11,3355.00,Yes,0.00,z_No,M,Bachelors,Student,27,Commercial,10060.00,4,Pickup,yes,0.00,0,No,0,5,Highly Urban/ Urban
6264,1,7108,0,45,2,15,35441.00,No,143569.00,Yes,z_F,Masters,Lawyer,39,Private,6000.00,1,z_SUV,no,9611.00,2,No,6,15,Highly Urban/ Urban
6265,0,0,0,60,0,12,32603.00,No,0.00,z_No,M,PhD,Lawyer,38,Private,12840.00,1,Minivan,no,8294.00,4,No,0,15,Highly Urban/ Urban
6267,0,0,0,48,0,10,49602.00,No,196320.00,Yes,M,z_High School,Clerical,10,Commercial,17030.00,13,Van,yes,0.00,0,No,0,1,z_Highly Rural/ Rural
6269,0,0,0,55,0,10,20046.00,No,154672.00,Yes,z_F,Masters,Manager,26,Private,39580.00,13,Minivan,no,0.00,0,No,0,20,Highly Urban/ Urban
6270,0,0,0,46,0,6,182650.00,No,419730.00,Yes,M,Masters,,59,Commercial,34540.00,1,Panel Truck,yes,0.00,0,No,0,13,Highly Urban/ Urban
6271,0,0,0,40,2,,44029.00,No,142645.00,Yes,z_F,<High School,z_Blue Collar,5,Private,9900.00,17,z_SUV,no,0.00,0,No,0,6,Highly Urban/ Urban
6272,0,0,0,52,0,10,61988.00,No,209789.00,Yes,z_F,Masters,Lawyer,24,Private,12900.00,4,z_SUV,no,0.00,0,No,0,23,Highly Urban/ Urban
6273,0,0,0,54,0,9,76799.00,No,0.00,z_No,z_F,Masters,Manager,45,Private,20410.00,6,z_SUV,no,0.00,0,No,0,,Highly Urban/ Urban
6274,0,0,0,54,0,12,52088.00,No,,Yes,M,z_High School,z_Blue Collar,36,Commercial,10470.00,1,Pickup,yes,0.00,0,No,0,1,Highly Urban/ Urban
6276,0,0,0,46,0,13,43220.00,No,204282.00,Yes,z_F,Masters,Lawyer,28,Private,6100.00,1,z_SUV,no,2882.00,1,No,4,12,Highly Urban/ Urban
6277,0,0,0,56,2,14,69098.00,No,224600.00,Yes,z_F,Bachelors,Professional,21,Private,11800.00,1,z_SUV,no,0.00,0,No,0,11,Highly Urban/ Urban
6278,0,0,0,44,0,11,89782.00,No,237927.00,Yes,z_F,Masters,Lawyer,45,Private,10260.00,11,z_SUV,no,0.00,0,No,0,12,Highly Urban/ Urban
6279,0,0,0,36,2,13,76845.00,Yes,0.00,z_No,z_F,z_High School,Professional,34,Private,17420.00,6,Minivan,no,0.00,0,Yes,0,11,z_Highly Rural/ Rural
6281,0,0,0,56,0,,1336.00,No,108929.00,z_No,M,Masters,Manager,18,Private,16140.00,1,Minivan,yes,0.00,0,No,2,12,Highly Urban/ Urban
6282,0,0,0,50,0,12,78100.00,No,240000.00,Yes,M,Masters,Lawyer,28,Private,13380.00,25,Minivan,yes,0.00,0,No,0,15,Highly Urban/ Urban
6284,1,4274,2,40,2,15,40015.00,Yes,145021.00,z_No,M,z_High School,z_Blue Collar,15,Commercial,25120.00,1,Panel Truck,no,0.00,0,No,2,1,Highly Urban/ Urban
6285,0,0,0,53,0,14,62405.00,No,225899.00,Yes,M,z_High School,Professional,39,Private,11400.00,14,Pickup,yes,0.00,0,No,0,6,Highly Urban/ Urban
6286,0,0,0,48,0,6,105356.00,No,,Yes,M,Bachelors,Professional,55,Commercial,16840.00,6,Van,yes,2605.00,3,No,5,8,Highly Urban/ Urban
6287,0,0,0,45,0,11,86810.00,No,284565.00,Yes,z_F,Bachelors,Professional,44,Private,17670.00,1,z_SUV,no,0.00,0,No,1,8,Highly Urban/ Urban
6290,0,0,0,34,3,,30432.00,Yes,138584.00,z_No,M,z_High School,Clerical,40,Commercial,16420.00,1,Van,yes,3367.00,1,No,4,1,Highly Urban/ Urban
6291,1,2953,0,44,0,0,0.00,No,115329.00,Yes,z_F,z_High School,Home Maker,65,Private,5900.00,1,z_SUV,no,3218.00,1,No,7,7,Highly Urban/ Urban
6292,0,0,0,43,0,0,0.00,No,0.00,z_No,z_F,z_High School,Home Maker,20,Private,1620.00,1,z_SUV,no,0.00,0,No,1,6,z_Highly Rural/ Rural
6293,0,0,2,44,2,,81966.00,No,249463.00,Yes,z_F,Bachelors,z_Blue Collar,23,Commercial,19600.00,1,Minivan,no,3592.00,3,No,6,8,Highly Urban/ Urban
6294,0,0,2,40,2,12,,No,119431.00,Yes,z_F,<High School,Clerical,47,Private,14810.00,8,Minivan,no,858.00,2,No,0,6,Highly Urban/ Urban
6295,0,0,0,48,0,0,0.00,No,100592.00,z_No,z_F,Masters,Home Maker,20,Private,8470.00,6,Sports Car,no,21949.00,2,No,0,22,Highly Urban/ Urban
6296,0,0,0,36,1,13,40834.00,No,205130.00,Yes,z_F,z_High School,z_Blue Collar,48,Private,10080.00,3,Sports Car,no,0.00,0,Yes,0,1,z_Highly Rural/ Rural
6297,0,0,0,40,0,14,79282.00,No,203516.00,Yes,z_F,Bachelors,Professional,27,Private,21350.00,6,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
6298,0,0,0,46,0,12,38392.00,No,210039.00,Yes,M,<High School,z_Blue Collar,52,Private,9940.00,4,Pickup,yes,5629.00,1,No,2,1,Highly Urban/ Urban
6299,1,5499,0,39,0,11,23919.00,No,0.00,z_No,z_F,<High School,Clerical,29,Private,5400.00,6,Sports Car,no,4031.00,1,No,4,6,Highly Urban/ Urban
6300,0,0,0,39,2,13,79484.00,No,239904.00,Yes,z_F,Bachelors,z_Blue Collar,19,Commercial,5400.00,1,z_SUV,no,0.00,0,No,2,4,z_Highly Rural/ Rural
6302,0,0,0,48,0,15,77039.00,No,0.00,z_No,z_F,Masters,Manager,25,Private,9200.00,6,z_SUV,no,0.00,0,No,0,13,Highly Urban/ Urban
6303,0,0,0,61,0,0,0.00,No,0.00,z_No,z_F,<High School,Student,62,Private,16430.00,6,z_SUV,no,3106.00,1,No,6,7,z_Highly Rural/ Rural
6304,0,0,0,44,0,0,0.00,No,0.00,z_No,z_F,Masters,Home Maker,21,Private,16560.00,6,Minivan,no,0.00,0,No,2,12,Highly Urban/ Urban
6305,0,0,0,61,0,13,41349.00,No,215205.00,Yes,z_F,z_High School,z_Blue Collar,56,Commercial,14460.00,9,Sports Car,no,0.00,0,No,0,3,z_Highly Rural/ Rural
6306,0,0,0,52,0,14,40556.00,No,190086.00,Yes,M,z_High School,Clerical,30,Commercial,11860.00,1,Pickup,yes,0.00,0,No,2,9,z_Highly Rural/ Rural
6307,0,0,0,49,0,13,56868.00,No,0.00,z_No,M,Bachelors,Professional,5,Private,13950.00,11,Minivan,yes,0.00,0,No,0,11,Highly Urban/ Urban
6309,1,5626,2,44,2,13,111701.00,No,303430.00,Yes,z_F,Bachelors,Manager,32,Private,16370.00,1,Sports Car,no,4873.00,2,No,1,7,Highly Urban/ Urban
6310,1,2217,0,50,0,9,71544.00,No,0.00,z_No,M,z_High School,z_Blue Collar,36,Commercial,29900.00,4,Panel Truck,yes,10768.00,3,No,0,9,Highly Urban/ Urban
6311,0,0,0,62,0,14,96415.00,No,290329.00,Yes,M,PhD,Doctor,5,Private,7700.00,7,Minivan,yes,0.00,0,No,1,19,Highly Urban/ Urban
6312,1,10209,2,39,3,12,71304.00,No,,Yes,z_F,Bachelors,Clerical,43,Commercial,7210.00,4,z_SUV,no,0.00,0,Yes,2,9,Highly Urban/ Urban
6313,0,0,0,48,0,15,185747.00,No,449553.00,Yes,z_F,PhD,Home Maker,12,Private,40260.00,4,Van,no,0.00,0,No,0,20,Highly Urban/ Urban
6319,0,0,0,55,0,11,54276.00,No,190354.00,Yes,M,z_High School,Manager,28,Commercial,23470.00,4,Panel Truck,yes,0.00,0,No,3,11,Highly Urban/ Urban
6320,1,3585,0,44,0,12,29914.00,No,0.00,z_No,z_F,z_High School,z_Blue Collar,41,Commercial,5900.00,3,Sports Car,no,0.00,0,No,1,1,z_Highly Rural/ Rural
6321,0,0,0,50,0,13,,No,130264.00,Yes,M,Bachelors,Manager,46,Private,18460.00,7,Minivan,yes,1226.00,1,No,0,6,Highly Urban/ Urban
6322,0,0,0,44,2,14,,No,298520.00,Yes,z_F,Bachelors,z_Blue Collar,5,Commercial,21790.00,6,Minivan,no,0.00,0,No,1,1,Highly Urban/ Urban
6324,0,0,0,42,1,13,86216.00,No,272829.00,Yes,M,Bachelors,Professional,46,Commercial,4970.00,4,Pickup,yes,0.00,0,No,5,,z_Highly Rural/ Rural
6325,0,0,0,57,0,14,135361.00,No,390682.00,Yes,M,Masters,Lawyer,41,Private,15040.00,4,Minivan,no,0.00,0,No,1,10,z_Highly Rural/ Rural
6326,0,0,0,39,0,8,69514.00,No,,Yes,M,Masters,Manager,20,Private,8450.00,1,Pickup,yes,0.00,0,No,1,11,Highly Urban/ Urban
6327,0,0,1,42,1,9,34560.00,No,119626.00,Yes,M,<High School,Clerical,36,Private,21040.00,10,Minivan,yes,0.00,0,No,2,7,Highly Urban/ Urban
6328,1,5800,1,40,2,7,82565.00,Yes,0.00,z_No,M,Bachelors,Professional,14,Commercial,26440.00,6,Panel Truck,yes,3699.00,3,No,0,18,Highly Urban/ Urban
6330,1,4873,0,49,0,8,3044.00,No,0.00,z_No,z_F,z_High School,Student,65,Private,1800.00,6,Sports Car,no,0.00,0,No,4,,Highly Urban/ Urban
6331,0,0,0,48,0,12,47748.00,No,154669.00,Yes,z_F,z_High School,Manager,45,Private,11070.00,1,z_SUV,no,23937.00,5,Yes,0,1,Highly Urban/ Urban
6332,0,0,0,38,3,12,107958.00,Yes,273174.00,z_No,z_F,Bachelors,Professional,11,Private,24270.00,11,z_SUV,no,0.00,0,No,1,11,Highly Urban/ Urban
6333,0,0,0,39,2,12,52052.00,Yes,0.00,z_No,z_F,Bachelors,Manager,42,Private,12690.00,1,z_SUV,no,0.00,0,No,1,12,Highly Urban/ Urban
6334,0,0,0,46,0,3,116668.00,No,0.00,z_No,z_F,Masters,Professional,30,Private,31180.00,7,Pickup,no,0.00,0,No,1,12,Highly Urban/ Urban
6335,0,0,0,36,0,12,30884.00,No,184656.00,Yes,z_F,z_High School,Clerical,23,Private,11090.00,1,Sports Car,no,0.00,0,No,3,1,z_Highly Rural/ Rural
6337,0,0,0,33,1,11,56405.00,No,137034.00,Yes,z_F,z_High School,Manager,32,Private,29200.00,1,Pickup,no,21805.00,1,Yes,2,5,Highly Urban/ Urban
6338,0,0,1,41,1,14,57073.00,No,230870.00,Yes,z_F,z_High School,Professional,38,Private,18260.00,4,Sports Car,no,0.00,0,No,1,1,Highly Urban/ Urban
6339,0,0,0,52,0,13,,No,163285.00,z_No,M,<High School,z_Blue Collar,28,Private,10430.00,6,Pickup,yes,0.00,0,No,0,1,z_Highly Rural/ Rural
6340,0,0,0,21,2,6,5411.00,No,0.00,Yes,M,<High School,Student,23,Private,15130.00,1,Minivan,no,0.00,0,No,6,1,z_Highly Rural/ Rural
6342,0,0,2,39,2,12,97598.00,No,275282.00,Yes,z_F,PhD,Lawyer,5,Private,36610.00,4,Van,no,0.00,0,Yes,0,13,Highly Urban/ Urban
6343,1,4790,0,29,1,14,51724.00,No,148689.00,Yes,M,z_High School,Professional,45,Commercial,10330.00,7,Pickup,no,0.00,0,Yes,2,1,Highly Urban/ Urban
6344,1,1327.08461,1,44,1,15,,No,250380.00,Yes,M,z_High School,z_Blue Collar,5,Commercial,17730.00,13,Van,no,6421.00,1,No,0,6,Highly Urban/ Urban
6345,0,0,2,41,3,,29829.00,No,82793.00,Yes,z_F,<High School,Clerical,42,Private,16860.00,6,z_SUV,no,0.00,0,No,0,5,z_Highly Rural/ Rural
6346,1,1315,0,49,0,9,82536.00,No,238959.00,z_No,z_F,Masters,Lawyer,30,Private,7350.00,3,Sports Car,no,46105.00,1,Yes,2,7,Highly Urban/ Urban
6347,0,0,0,46,0,7,8588.00,No,119058.00,Yes,z_F,Masters,Home Maker,58,Private,19600.00,13,Minivan,yes,0.00,0,No,1,10,z_Highly Rural/ Rural
6350,1,2365,0,57,0,9,97059.00,No,311131.00,Yes,z_F,z_High School,Professional,30,Private,15050.00,6,z_SUV,no,6713.00,3,No,0,1,z_Highly Rural/ Rural
6351,0,0,0,46,0,13,61674.00,No,0.00,z_No,M,Bachelors,Manager,16,Private,12270.00,4,Minivan,yes,0.00,0,No,0,10,Highly Urban/ Urban
6352,1,5922,0,50,0,10,,No,,Yes,M,z_High School,Clerical,38,Private,3630.00,4,Minivan,no,3653.00,1,No,6,,Highly Urban/ Urban
6353,1,2149,0,40,1,0,0.00,Yes,0.00,z_No,z_F,Masters,Home Maker,32,Private,2750.00,3,z_SUV,no,39401.00,3,Yes,1,10,Highly Urban/ Urban
6354,1,3527,0,33,1,13,49121.00,Yes,222342.00,z_No,M,z_High School,Professional,31,Commercial,12170.00,4,Pickup,no,3055.00,2,No,7,8,z_Highly Rural/ Rural
6355,0,0,0,53,1,10,39923.00,Yes,190523.00,z_No,z_F,z_High School,z_Blue Collar,44,Commercial,1500.00,7,Sports Car,no,3011.00,2,No,3,1,Highly Urban/ Urban
6356,0,0,0,35,3,12,43492.00,Yes,,z_No,M,z_High School,Clerical,37,Private,18780.00,1,Van,no,5437.00,2,No,4,1,z_Highly Rural/ Rural
6357,0,0,0,54,0,15,80297.00,No,0.00,z_No,M,Masters,,29,Commercial,24160.00,1,Panel Truck,yes,0.00,0,No,2,13,Highly Urban/ Urban
6358,0,0,0,48,0,12,55378.00,No,173998.00,Yes,M,z_High School,z_Blue Collar,44,Commercial,14610.00,1,Minivan,yes,0.00,0,No,0,9,z_Highly Rural/ Rural
6359,1,3620,0,48,0,0,0.00,No,0.00,z_No,z_F,Bachelors,Home Maker,24,Private,1500.00,9,Sports Car,no,8567.00,2,No,9,8,Highly Urban/ Urban
6360,0,0,0,45,1,17,,No,0.00,Yes,z_F,z_High School,Student,32,Private,6530.00,4,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
6361,1,5563,0,39,0,10,116247.00,No,0.00,z_No,M,Bachelors,z_Blue Collar,25,Commercial,21380.00,1,Van,no,0.00,0,No,0,8,Highly Urban/ Urban
6362,0,0,0,37,2,14,,Yes,,z_No,z_F,Masters,Lawyer,25,Private,7590.00,4,z_SUV,no,0.00,0,No,4,,Highly Urban/ Urban
6363,0,0,0,32,1,13,75512.00,Yes,0.00,z_No,z_F,z_High School,Manager,8,Private,20760.00,4,z_SUV,no,0.00,0,Yes,2,6,Highly Urban/ Urban
6364,0,0,0,50,0,5,45070.00,No,171265.00,Yes,z_F,<High School,z_Blue Collar,34,Private,22240.00,1,Pickup,no,0.00,0,No,1,1,Highly Urban/ Urban
6366,0,0,0,50,0,,238724.00,No,576824.00,Yes,z_F,PhD,Doctor,37,Private,30370.00,4,Minivan,no,0.00,0,No,0,15,Highly Urban/ Urban
6367,1,4212,0,41,0,13,39055.00,No,173444.00,Yes,M,<High School,z_Blue Collar,81,Commercial,26020.00,4,Panel Truck,no,1044.00,2,No,5,5,Highly Urban/ Urban
6368,0,0,0,36,3,14,27012.00,No,127689.00,Yes,z_F,z_High School,Clerical,30,Private,12410.00,1,z_SUV,no,0.00,0,No,0,9,z_Highly Rural/ Rural
6369,0,0,0,35,1,12,67075.00,No,216740.00,Yes,M,Bachelors,Manager,7,Commercial,28680.00,1,Panel Truck,no,0.00,0,No,0,16,Highly Urban/ Urban
6370,1,6405,0,53,0,12,41359.00,No,182242.00,Yes,M,Masters,,31,Commercial,16850.00,9,Van,yes,9581.00,1,No,4,1,Highly Urban/ Urban
6371,0,0,0,37,0,,18555.00,No,97618.00,Yes,M,z_High School,Clerical,36,Private,45730.00,6,Minivan,no,8270.00,1,No,3,7,Highly Urban/ Urban
6373,0,0,0,56,0,12,137181.00,No,392070.00,Yes,z_F,Bachelors,Professional,47,Private,40260.00,4,z_SUV,no,0.00,0,No,1,7,z_Highly Rural/ Rural
6374,0,0,0,46,0,7,85559.00,No,285506.00,Yes,M,Bachelors,Professional,18,Private,15190.00,14,Minivan,yes,0.00,0,No,2,9,z_Highly Rural/ Rural
6375,0,0,0,53,0,12,45432.00,No,182320.00,Yes,M,Bachelors,Clerical,27,Private,14560.00,1,Minivan,no,5465.00,1,No,4,16,Highly Urban/ Urban
